request_id,request_type,access_rate
342,d,0.600000
343,p,0.400000
344,d,0.400000
350,s,0.400000
351,s,0.800000
352,s,0.200000
353,s,0.200000
354,p,0.800000
345,s,0.400000
346,s,0.600000
347,s,0.200000
348,s,0.600000
349,d,0.600000
360,p,0.600000
361,d,0.800000
362,d,0.800000
363,d,0.800000
364,p,0.400000
355,s,0.600000
356,p,0.400000
357,p,0.600000
358,p,0.800000
359,p,0.600000
370,s,0.200000
371,d,0.200000
372,d,0.600000
373,s,0.400000
374,d,0.400000
365,p,0.200000
366,d,0.200000
367,s,0.200000
368,d,0.800000
369,p,0.600000
375,s,0.200000
376,p,0.600000
377,s,0.400000
378,p,0.200000
379,s,0.400000
380,d,0.800000
381,p,0.800000
382,s,0.600000
383,p,0.600000
384,p,0.600000
385,d,0.600000
386,p,0.200000
387,p,0.200000
388,p,0.200000
389,d,0.800000
390,p,0.400000
391,s,0.600000
392,p,0.400000
393,p,0.200000
394,p,0.200000
400,s,0.400000
401,s,0.800000
402,p,0.600000
403,p,0.600000
404,d,0.400000
395,d,0.200000
396,d,0.600000
397,s,0.600000
398,d,0.400000
399,d,0.400000
410,s,0.400000
411,s,0.600000
412,p,0.400000
413,p,0.800000
414,p,0.600000
405,p,1.000000
406,s,0.400000
407,d,1.000000
408,s,0.600000
409,p,0.400000
420,d,0.800000
421,d,0.200000
422,p,0.400000
423,s,0.600000
424,d,0.400000
415,d,0.400000
416,p,0.400000
417,s,0.600000
418,p,0.200000
419,s,0.400000
425,d,0.600000
426,p,0.400000
427,s,0.600000
428,p,0.600000
429,p,0.600000
430,s,0.800000
431,p,0.200000
432,s,0.400000
433,s,0.800000
434,s,0.600000
440,s,0.200000
441,d,0.400000
442,p,0.600000
443,s,0.200000
444,s,1.000000
435,s,0.800000
436,d,0.600000
437,p,0.600000
438,s,0.400000
439,s,0.400000
445,s,0.400000
446,s,0.400000
447,p,0.400000
448,p,0.600000
449,s,0.400000
450,p,0.600000
451,s,0.600000
452,d,0.200000
453,d,0.400000
454,d,0.400000
455,d,0.600000
456,s,0.600000
457,s,0.600000
458,p,0.600000
459,s,0.400000
460,d,0.400000
461,d,0.600000
462,s,0.800000
463,s,0.200000
464,p,0.400000
470,d,0.400000
471,p,0.200000
472,p,0.600000
473,p,0.600000
474,d,0.400000
475,s,0.200000
476,s,0.600000
477,d,0.400000
478,p,0.600000
479,d,0.800000
465,p,0.600000
466,d,0.200000
467,s,0.200000
468,s,0.400000
469,s,0.800000
480,p,0.800000
481,s,0.800000
482,p,0.600000
483,d,0.400000
484,s,0.200000
490,s,1.000000
491,s,0.600000
492,d,0.600000
493,d,0.400000
494,p,0.400000
485,d,0.200000
486,p,0.400000
487,p,0.600000
488,p,0.200000
489,s,0.200000
500,p,0.600000
501,p,0.600000
502,p,0.400000
503,p,0.200000
504,s,0.400000
495,d,0.800000
496,s,0.800000
497,d,0.600000
498,s,0.800000
499,p,0.200000
510,p,0.600000
511,p,0.800000
512,d,0.800000
513,d,0.400000
514,p,0.200000
505,d,0.600000
506,d,0.600000
507,p,0.600000
508,p,0.400000
509,s,0.800000
515,p,0.600000
516,s,0.200000
517,d,0.600000
518,d,0.800000
519,p,0.400000
520,d,0.600000
521,s,0.600000
522,p,0.800000
523,s,1.000000
524,d,0.600000
525,p,0.400000
526,d,0.400000
527,p,0.400000
528,p,0.600000
529,s,0.600000
535,p,0.400000
536,p,0.600000
537,p,0.400000
538,p,0.600000
539,d,0.400000
530,s,0.400000
531,d,0.200000
532,p,0.400000
533,d,1.000000
534,p,0.600000
545,s,0.200000
546,s,0.200000
547,d,0.600000
548,d,0.600000
549,s,0.600000
540,p,0.400000
541,p,0.400000
542,p,0.400000
543,s,0.600000
544,p,0.800000
550,d,0.400000
551,d,0.800000
552,d,0.200000
553,s,0.600000
554,d,0.200000
555,d,0.400000
556,p,0.400000
557,s,0.200000
558,p,0.400000
559,d,0.200000
560,s,0.200000
561,d,0.400000
562,d,0.400000
563,s,0.800000
564,d,0.200000
565,s,0.800000
566,p,0.600000
567,d,0.800000
568,p,0.400000
569,s,0.800000
570,p,0.600000
571,d,0.200000
572,d,0.400000
573,s,0.400000
574,d,0.600000
575,s,0.400000
576,d,0.200000
577,p,0.200000
578,d,0.200000
579,d,0.800000
580,d,0.600000
581,p,0.800000
582,p,0.200000
583,d,0.600000
584,s,0.200000
590,s,0.600000
591,d,0.600000
592,d,0.600000
593,s,0.400000
594,d,0.400000
585,d,0.400000
586,s,0.400000
587,s,0.200000
588,p,0.200000
589,p,0.200000
595,d,0.600000
596,s,0.800000
597,d,0.200000
598,p,0.400000
599,p,0.200000
600,d,0.400000
601,p,0.600000
602,d,0.400000
603,d,0.600000
604,p,0.400000
605,s,0.400000
606,p,1.000000
607,p,0.400000
608,d,0.600000
609,p,0.600000
610,d,0.600000
611,p,0.400000
612,p,0.600000
613,p,0.600000
614,d,0.600000
615,p,0.200000
616,s,0.800000
617,p,0.800000
618,p,0.600000
619,s,0.200000
620,s,0.600000
621,p,0.400000
622,s,0.800000
623,d,0.800000
624,s,0.600000
625,s,0.400000
626,d,0.400000
627,d,0.600000
628,s,0.200000
629,p,0.600000
630,d,0.400000
631,d,0.200000
632,s,0.800000
633,s,0.400000
634,d,0.200000
635,d,0.200000
636,p,0.200000
637,p,1.000000
638,p,0.600000
639,s,0.400000
650,d,0.400000
651,s,0.800000
652,d,0.400000
653,d,0.800000
654,s,0.800000
640,p,0.400000
641,p,0.600000
642,s,0.400000
643,d,0.200000
644,d,0.200000
645,d,0.600000
646,s,0.600000
647,p,0.200000
648,d,0.400000
649,s,0.400000
660,d,0.400000
661,p,0.400000
662,d,0.600000
663,s,0.600000
664,p,0.200000
655,d,0.800000
656,p,0.400000
657,p,0.200000
658,d,0.600000
659,p,0.200000
665,p,0.400000
666,d,0.400000
667,d,0.200000
668,p,0.400000
669,s,0.400000
670,s,0.200000
671,p,0.200000
672,s,0.600000
673,s,0.800000
674,s,0.600000
675,s,0.600000
676,s,0.200000
677,s,0.800000
678,p,0.200000
679,p,0.600000
680,p,0.400000
681,s,0.600000
682,s,0.400000
683,s,0.400000
684,p,0.200000
685,p,0.600000
686,s,0.600000
687,d,0.800000
688,p,0.800000
689,p,0.800000
690,s,0.200000
691,d,0.800000
692,s,0.600000
693,p,0.800000
694,s,0.400000
700,p,0.600000
701,d,0.200000
702,d,0.400000
703,d,0.200000
704,s,0.400000
695,d,0.400000
696,s,0.400000
697,d,0.400000
698,p,0.600000
699,p,0.600000
710,p,0.400000
711,d,0.200000
712,s,0.200000
713,p,0.600000
714,d,0.200000
705,p,0.600000
706,d,0.600000
707,d,0.400000
708,d,0.600000
709,d,0.400000
715,p,0.600000
716,s,0.600000
717,p,0.600000
718,d,0.400000
719,d,0.600000
720,s,0.800000
721,s,0.200000
722,s,0.200000
723,p,0.600000
724,s,0.600000
725,p,0.600000
726,d,0.600000
727,d,0.200000
728,d,0.600000
729,s,0.400000
730,s,0.400000
731,s,0.400000
732,d,0.600000
733,p,0.400000
734,p,0.200000
735,s,0.600000
736,d,0.800000
737,d,0.200000
738,p,0.400000
739,s,0.200000
740,s,0.400000
741,d,0.600000
742,d,0.800000
743,s,0.200000
744,s,0.400000
745,p,0.200000
746,p,0.400000
747,p,0.400000
748,d,0.600000
749,p,0.200000
750,p,0.400000
751,s,0.600000
752,p,0.600000
753,s,0.200000
754,p,0.800000
755,d,1.000000
756,d,0.400000
757,s,0.800000
758,s,0.600000
759,s,0.200000
765,p,0.600000
766,d,0.200000
767,d,0.800000
768,d,0.800000
769,p,0.200000
770,s,0.200000
771,p,0.400000
772,p,0.600000
773,d,0.800000
774,d,0.400000
760,s,1.000000
761,s,0.600000
762,s,0.200000
763,s,0.800000
764,s,0.400000
775,p,0.600000
776,d,0.400000
777,p,0.200000
778,s,0.600000
779,s,0.200000
780,p,0.600000
781,p,0.400000
782,s,0.800000
783,d,0.400000
784,s,0.600000
790,s,0.200000
791,d,0.400000
792,d,0.600000
793,s,0.600000
794,d,0.200000
785,d,0.600000
786,d,0.200000
787,p,0.600000
788,d,0.200000
789,s,0.400000
795,d,0.400000
796,p,0.600000
797,s,0.400000
798,d,0.800000
799,p,0.400000
800,s,0.400000
801,d,1.000000
802,s,0.800000
803,p,0.600000
804,s,0.800000
815,p,0.200000
816,d,0.400000
817,p,0.600000
818,p,0.800000
819,p,0.400000
805,s,0.600000
806,p,0.200000
807,d,0.400000
808,s,0.400000
809,p,0.600000
820,s,0.600000
821,s,0.200000
822,d,0.600000
823,p,0.600000
824,s,0.600000
810,s,0.600000
811,d,0.600000
812,d,0.600000
813,s,0.600000
814,d,0.800000
830,s,0.200000
831,s,0.400000
832,p,0.400000
833,p,0.400000
834,s,0.400000
825,s,0.200000
826,d,0.200000
827,d,0.600000
828,p,0.200000
829,d,0.200000
835,d,0.200000
836,d,0.400000
837,p,0.200000
838,d,0.200000
839,p,0.400000
840,d,0.600000
841,p,0.400000
842,p,0.600000
843,p,0.600000
844,s,0.400000
845,s,0.200000
846,p,1.000000
847,s,0.200000
848,d,0.400000
849,d,0.600000
855,p,0.600000
856,s,0.800000
857,d,0.800000
858,d,0.800000
859,s,0.600000
850,p,0.200000
851,s,0.600000
852,d,0.400000
853,d,0.200000
854,s,0.800000
860,d,0.400000
861,s,0.600000
862,p,0.800000
863,p,0.800000
864,d,0.800000
865,d,0.400000
866,d,0.600000
867,d,0.400000
868,d,0.600000
869,d,0.200000
870,d,0.800000
871,d,0.800000
872,p,0.200000
873,p,0.400000
874,s,0.800000
875,p,0.400000
876,d,0.200000
877,d,0.200000
878,d,0.200000
879,d,0.400000
885,d,0.400000
886,d,0.400000
887,s,0.400000
888,p,0.400000
889,p,0.400000
880,d,0.400000
881,p,0.400000
882,d,0.200000
883,d,0.600000
884,p,0.400000
890,p,0.400000
891,d,0.800000
892,d,0.600000
893,d,0.800000
894,p,0.400000
895,d,0.200000
896,d,0.200000
897,p,0.600000
898,s,0.600000
899,p,0.800000
900,p,0.200000
901,s,0.600000
902,d,0.800000
903,p,0.400000
904,p,0.400000
905,d,0.400000
906,d,0.400000
907,p,0.800000
908,s,0.400000
909,s,0.800000
910,p,0.400000
911,s,0.400000
912,d,0.400000
913,d,0.400000
914,p,0.800000
915,s,0.200000
916,p,0.400000
917,p,0.400000
918,s,0.400000
919,d,0.800000
920,s,0.400000
921,d,0.400000
922,p,0.200000
923,d,0.800000
924,d,0.600000
925,s,0.400000
926,s,0.400000
927,p,0.400000
928,d,0.400000
929,s,0.600000
930,s,0.600000
931,d,0.600000
932,s,0.600000
933,d,0.400000
934,s,0.800000
935,s,0.200000
936,p,0.200000
937,s,0.200000
938,d,0.400000
939,s,0.600000
945,d,0.200000
946,d,0.200000
947,s,0.600000
948,s,0.400000
949,p,0.400000
940,s,0.600000
941,s,0.800000
942,s,0.800000
943,p,0.800000
944,d,0.400000
950,p,0.400000
951,p,0.600000
952,s,1.000000
953,s,0.600000
954,d,0.800000
955,s,0.800000
956,d,0.200000
957,p,0.800000
958,s,0.200000
959,p,0.800000
960,d,0.200000
961,d,0.600000
962,p,0.600000
963,s,0.200000
964,p,1.000000
965,s,0.800000
966,p,0.400000
967,s,1.000000
968,s,0.600000
969,p,0.400000
970,d,1.000000
971,s,0.600000
972,p,0.800000
973,d,0.600000
974,p,1.000000
975,p,0.400000
976,s,0.400000
977,p,0.600000
978,d,0.400000
979,s,0.800000
980,d,1.000000
981,s,0.600000
982,d,0.400000
983,d,0.400000
984,s,0.200000
985,p,0.400000
986,d,0.600000
987,s,0.800000
988,d,0.600000
989,p,0.200000
990,p,0.400000
991,d,1.000000
992,p,0.600000
993,p,0.400000
994,p,0.400000
1005,s,0.400000
1006,p,0.400000
1007,s,0.600000
1008,p,0.600000
1009,p,0.600000
1000,p,0.800000
1001,p,0.200000
1002,s,0.200000
1003,d,0.800000
1004,s,0.400000
995,d,0.400000
996,s,0.800000
997,s,0.200000
998,d,0.400000
999,p,0.400000
1010,d,0.200000
1011,p,0.400000
1012,s,0.400000
1013,p,0.800000
1014,d,0.600000
1015,s,0.600000
1016,d,0.200000
1017,s,0.200000
1018,d,0.600000
1019,s,0.400000
1020,d,0.400000
1021,d,0.800000
1022,s,0.600000
1023,p,0.800000
1024,s,0.600000
1025,p,0.200000
1026,d,0.400000
1027,s,0.800000
1028,p,0.400000
1029,d,0.400000
1030,s,0.400000
1031,p,0.800000
1032,d,0.200000
1033,s,0.400000
1034,p,0.800000
1040,s,0.800000
1041,d,0.600000
1042,d,0.400000
1043,s,0.400000
1044,s,0.600000
1035,d,0.600000
1036,d,1.000000
1037,p,0.200000
1038,d,0.600000
1039,p,0.800000
1045,p,0.600000
1046,d,0.800000
1047,d,0.600000
1048,d,0.800000
1049,p,0.600000
1050,s,0.800000
1051,p,0.200000
1052,d,0.600000
1053,s,0.400000
1054,d,0.600000
1055,d,0.600000
1056,p,0.400000
1057,s,0.200000
1058,s,0.600000
1059,s,0.400000
1060,d,0.600000
1061,s,0.200000
1062,s,0.200000
1063,s,0.400000
1064,s,0.200000
1065,p,0.400000
1066,s,0.200000
1067,d,1.000000
1068,d,0.800000
1069,s,0.600000
1075,p,0.800000
1076,s,0.400000
1077,d,0.400000
1078,s,0.600000
1079,s,0.800000
1080,s,1.000000
1081,d,0.800000
1082,p,0.600000
1083,s,0.800000
1084,p,0.800000
1070,p,0.400000
1071,p,0.800000
1072,d,0.600000
1073,p,0.600000
1074,p,0.400000
1085,s,0.800000
1086,s,0.200000
1087,d,0.600000
1088,s,0.800000
1089,p,0.600000
1100,p,1.000000
1101,d,0.200000
1102,s,0.400000
1103,d,1.000000
1104,d,0.600000
1095,d,0.200000
1096,s,0.600000
1097,d,0.600000
1098,s,0.200000
1099,d,0.800000
1090,d,1.000000
1091,p,0.400000
1092,s,1.000000
1093,p,0.800000
1094,s,0.800000
1105,d,0.600000
1106,d,0.800000
1107,s,0.600000
1108,p,0.800000
1109,s,0.400000
1110,p,0.800000
1111,p,0.800000
1112,p,0.800000
1113,p,0.400000
1114,d,0.600000
1115,s,0.800000
1116,p,0.400000
1117,d,0.200000
1118,s,0.800000
1119,s,0.800000
1120,s,0.400000
1121,d,0.400000
1122,s,0.200000
1123,p,0.600000
1124,s,0.800000
1125,p,0.400000
1126,s,0.600000
1127,d,0.400000
1128,p,0.800000
1129,p,0.800000
1130,s,0.800000
1131,d,0.400000
1132,p,0.400000
1133,p,0.400000
1134,p,0.400000
1135,s,0.400000
1136,d,0.200000
1137,s,0.200000
1138,p,0.400000
1139,s,0.400000
1140,p,0.600000
1141,s,0.400000
1142,d,0.400000
1143,p,0.600000
1144,p,0.800000
1145,p,0.600000
1146,s,0.800000
1147,p,0.200000
1148,p,0.600000
1149,d,0.600000
1150,s,0.200000
1151,d,0.800000
1152,p,0.400000
1153,p,0.400000
1154,s,0.800000
1155,d,0.600000
1156,p,0.800000
1157,s,0.400000
1158,d,0.800000
1159,d,0.400000
1165,p,0.800000
1166,d,0.200000
1167,p,0.400000
1168,p,0.200000
1169,s,0.400000
1160,s,0.600000
1161,d,0.600000
1162,s,0.600000
1163,s,0.800000
1164,s,0.800000
1175,s,0.800000
1176,d,0.200000
1177,d,0.400000
1178,d,0.600000
1179,p,0.400000
1170,s,0.400000
1171,s,1.000000
1172,s,0.400000
1173,d,0.800000
1174,d,0.800000
1180,s,0.800000
1181,s,0.800000
1182,s,0.400000
1183,s,0.400000
1184,p,0.800000
1185,p,0.200000
1186,s,0.600000
1187,p,0.200000
1188,s,0.400000
1189,d,0.600000
1190,s,0.400000
1191,s,0.600000
1192,d,0.600000
1193,p,0.200000
1194,p,0.800000
1195,d,0.600000
1196,p,0.800000
1197,p,0.400000
1198,p,0.200000
1199,p,0.200000
1200,p,0.800000
1201,s,0.400000
1202,p,0.800000
1203,s,0.200000
1204,s,0.600000
1205,d,0.200000
1206,s,0.800000
1207,s,0.800000
1208,d,0.400000
1209,s,1.000000
1210,s,0.600000
1211,d,0.400000
1212,p,0.600000
1213,p,0.200000
1214,s,0.400000
1220,d,0.400000
1221,p,0.200000
1222,p,0.200000
1223,d,0.800000
1224,p,0.600000
1215,s,0.200000
1216,p,0.400000
1217,p,0.400000
1218,s,0.200000
1219,s,0.400000
1225,d,0.800000
1226,s,0.600000
1227,p,0.400000
1228,s,0.200000
1229,p,0.800000
1235,s,0.800000
1236,s,0.200000
1237,p,0.400000
1238,s,0.200000
1239,d,0.800000
1230,d,0.400000
1231,d,0.600000
1232,p,0.200000
1233,s,0.800000
1234,d,0.200000
1240,p,0.200000
1241,s,0.600000
1242,s,0.800000
1243,d,0.600000
1244,p,0.600000
1245,d,0.800000
1246,s,0.400000
1247,d,0.800000
1248,s,0.600000
1249,p,0.200000
1250,s,0.400000
1251,s,0.200000
1252,s,0.600000
1253,d,0.400000
1254,d,0.800000
1255,d,0.200000
1256,d,0.600000
1257,p,0.600000
1258,s,0.400000
1259,s,0.600000
1265,p,0.800000
1266,d,0.200000
1267,p,0.800000
1268,s,0.200000
1269,d,0.200000
1260,d,0.400000
1261,d,0.400000
1262,p,0.400000
1263,d,0.800000
1264,d,0.400000
1275,p,0.800000
1276,s,0.200000
1277,p,0.600000
1278,s,0.200000
1279,s,0.600000
1270,p,0.400000
1271,d,0.800000
1272,s,0.800000
1273,d,0.400000
1274,p,0.200000
1280,p,0.800000
1281,p,1.000000
1282,d,0.800000
1283,s,0.800000
1284,d,0.600000
1285,d,0.400000
1286,p,0.400000
1287,s,0.600000
1288,p,0.800000
1289,p,0.600000
1290,s,0.800000
1291,d,0.800000
1292,d,0.800000
1293,s,0.600000
1294,d,0.600000
1295,s,0.400000
1296,d,0.400000
1297,d,0.400000
1298,s,0.600000
1299,p,0.600000
1305,d,0.400000
1306,s,0.600000
1307,p,0.800000
1308,d,0.600000
1309,d,0.400000
1300,p,0.600000
1301,s,0.200000
1302,d,0.600000
1303,d,0.800000
1304,d,0.600000
1310,s,0.800000
1311,s,0.400000
1312,p,0.600000
1313,p,0.400000
1314,p,0.200000
1315,p,0.800000
1316,d,0.400000
1317,s,0.600000
1318,p,0.400000
1319,p,0.400000
1320,p,0.600000
1321,d,0.800000
1322,p,0.600000
1323,s,0.800000
1324,d,0.600000
1325,p,0.800000
1326,s,0.400000
1327,s,0.800000
1328,p,0.400000
1329,s,0.800000
1330,d,0.600000
1331,p,0.200000
1332,p,0.800000
1333,d,0.600000
1334,d,0.800000
1335,d,0.800000
1336,s,0.400000
1337,d,0.200000
1338,p,0.600000
1339,d,0.200000
1340,p,0.600000
1341,s,0.800000
1342,d,0.600000
1343,s,0.200000
1344,p,0.600000
1345,p,0.600000
1346,s,0.200000
1347,p,0.400000
1348,d,0.200000
1349,d,0.400000
1350,p,0.600000
1351,p,0.200000
1352,p,1.000000
1353,s,0.800000
1354,p,0.800000
1360,d,0.800000
1361,p,0.800000
1362,d,0.400000
1363,d,0.600000
1364,d,0.600000
1355,p,0.600000
1356,p,0.600000
1357,d,0.400000
1358,p,0.800000
1359,p,0.800000
1365,d,0.400000
1366,s,0.200000
1367,s,0.400000
1368,p,0.800000
1369,d,0.600000
1370,s,0.400000
1371,p,0.600000
1372,p,0.800000
1373,s,0.800000
1374,s,0.600000
1375,s,0.600000
1376,p,0.600000
1377,p,0.200000
1378,s,0.400000
1379,d,0.800000
1380,d,0.800000
1381,d,0.600000
1382,s,0.600000
1383,s,0.800000
1384,p,0.200000
1385,s,0.800000
1386,s,0.400000
1387,d,0.600000
1388,p,0.400000
1389,d,0.800000
1395,d,0.400000
1396,s,0.400000
1397,d,0.200000
1398,s,0.800000
1399,s,0.200000
1390,d,0.800000
1391,s,0.600000
1392,d,0.800000
1393,d,0.200000
1394,s,0.800000
1400,s,0.800000
1401,p,0.400000
1402,s,0.400000
1403,d,0.600000
1404,d,0.400000
1410,p,0.800000
1411,p,0.600000
1412,d,0.400000
1413,s,0.400000
1414,d,0.400000
1405,d,0.600000
1406,p,0.600000
1407,p,0.400000
1408,p,1.000000
1409,p,0.400000
1420,p,0.200000
1421,d,0.800000
1422,d,0.800000
1423,s,0.800000
1424,d,0.600000
1415,p,0.600000
1416,s,0.800000
1417,s,0.600000
1418,d,0.800000
1419,s,0.800000
1425,s,0.400000
1426,p,0.200000
1427,s,0.600000
1428,p,0.400000
1429,s,0.800000
1430,p,0.200000
1431,s,0.800000
1432,p,0.600000
1433,p,0.800000
1434,p,0.800000
1435,p,0.600000
1436,d,0.400000
1437,s,0.800000
1438,d,0.800000
1439,s,0.800000
1440,d,0.600000
1441,s,0.400000
1442,s,0.400000
1443,d,0.600000
1444,s,0.400000
1445,d,0.400000
1446,s,0.800000
1447,p,0.200000
1448,s,0.600000
1449,d,0.800000
1450,s,0.600000
1451,s,0.400000
1452,p,0.800000
1453,p,0.400000
1454,p,0.800000
1455,p,0.600000
1456,d,0.600000
1457,p,0.800000
1458,d,0.600000
1459,d,0.800000
1460,d,0.400000
1461,d,0.400000
1462,d,0.200000
1463,d,0.400000
1464,d,0.400000
1465,d,0.800000
1466,d,0.800000
1467,p,0.600000
1468,s,0.800000
1469,s,0.400000
1470,s,0.400000
1471,p,0.800000
1472,s,0.800000
1473,p,0.600000
1474,d,0.400000
1475,s,0.600000
1476,d,0.600000
1477,p,0.800000
1478,d,0.600000
1479,d,0.800000
1480,p,0.800000
1481,s,0.200000
1482,s,0.400000
1483,s,0.400000
1484,p,0.200000
1490,s,1.000000
1491,s,0.800000
1492,s,0.400000
1493,p,0.600000
1494,p,0.600000
1485,d,0.400000
1486,s,0.400000
1487,d,0.200000
1488,p,0.400000
1489,s,0.800000
1495,s,0.600000
1496,s,0.400000
