request_id,request_type,access_rate
188,s,0.800000
189,s,0.200000
190,p,0.800000
191,p,0.400000
192,d,1.000000
193,d,0.800000
194,d,0.600000
195,p,0.200000
196,p,0.400000
197,p,0.400000
198,p,0.600000
199,d,0.600000
200,p,0.800000
201,d,0.600000
202,p,0.400000
203,p,0.600000
204,s,0.400000
205,p,0.400000
206,d,0.400000
207,p,0.200000
208,s,0.200000
209,p,0.800000
210,p,1.000000
211,p,0.400000
212,s,0.600000
213,d,0.600000
214,d,0.400000
215,p,0.600000
216,s,0.200000
217,p,0.600000
218,s,0.800000
219,s,0.200000
220,p,0.600000
221,p,0.600000
222,s,0.800000
223,p,0.600000
224,p,0.400000
225,p,0.400000
226,p,0.800000
227,p,0.600000
228,p,0.400000
229,p,0.800000
230,p,0.600000
231,s,0.400000
232,d,0.400000
233,s,0.200000
234,p,0.400000
235,p,0.600000
236,s,0.400000
237,p,0.400000
238,p,0.400000
239,d,0.400000
240,d,0.400000
241,d,0.400000
242,p,0.600000
243,d,0.600000
244,p,0.400000
250,p,0.600000
251,p,0.400000
252,d,0.800000
253,p,0.400000
254,d,0.800000
255,d,0.400000
256,p,0.600000
257,p,0.600000
258,d,0.400000
259,p,0.400000
245,d,0.400000
246,d,0.200000
247,s,0.200000
248,s,0.400000
249,d,0.800000
260,d,0.200000
261,s,0.200000
262,d,0.600000
263,d,0.600000
264,s,0.200000
270,s,0.800000
271,d,0.600000
272,s,0.800000
273,p,0.800000
274,s,0.600000
275,s,1.000000
276,p,0.200000
277,s,1.000000
278,p,0.800000
279,p,0.400000
265,d,0.400000
266,p,0.800000
267,p,0.600000
268,s,0.600000
269,p,0.400000
280,p,0.600000
281,d,0.400000
282,s,0.200000
283,p,0.400000
284,d,0.400000
290,p,0.400000
291,p,0.200000
292,s,1.000000
293,s,0.600000
294,p,0.600000
285,s,0.200000
286,p,0.400000
287,p,0.600000
288,d,0.400000
289,p,0.800000
295,s,0.800000
296,s,0.600000
297,s,0.800000
298,p,0.400000
299,d,0.600000
305,s,0.400000
306,s,0.600000
307,s,0.600000
308,s,0.400000
309,s,0.400000
300,p,0.400000
301,d,0.600000
302,p,0.200000
303,s,0.400000
304,s,0.600000
310,p,0.600000
311,s,0.600000
312,s,0.200000
313,d,0.600000
314,p,0.600000
315,p,0.600000
316,p,0.200000
317,s,0.200000
318,s,0.600000
319,d,0.400000
320,p,0.200000
321,s,0.400000
322,s,0.800000
323,s,0.600000
324,p,0.400000
325,s,0.600000
326,s,0.600000
327,s,0.400000
328,p,0.600000
329,p,0.200000
330,p,1.000000
331,d,0.400000
332,d,0.800000
333,p,0.800000
334,d,0.800000
335,p,0.600000
336,s,0.600000
337,p,0.600000
338,d,0.400000
339,p,0.600000
345,s,0.800000
346,p,0.600000
347,d,0.600000
348,d,0.400000
349,d,0.400000
350,d,0.600000
351,d,0.400000
352,d,0.200000
353,s,0.200000
354,p,0.600000
340,p,0.800000
341,d,0.800000
342,p,0.800000
343,s,0.800000
344,s,0.800000
355,s,0.600000
356,p,0.600000
357,d,0.400000
358,s,0.400000
359,p,0.200000
370,d,0.600000
371,s,0.400000
372,d,0.400000
373,p,1.000000
374,d,0.800000
360,p,0.200000
361,p,0.600000
362,p,0.400000
363,d,0.800000
364,d,0.600000
365,s,0.800000
366,s,0.200000
367,d,0.600000
368,p,0.200000
369,s,0.600000
380,d,0.600000
381,p,0.400000
382,s,0.600000
383,d,0.600000
384,d,0.600000
375,d,0.400000
376,p,0.400000
377,s,0.600000
378,d,0.600000
379,s,0.600000
390,d,0.600000
391,p,0.600000
392,p,0.400000
393,p,0.800000
394,s,0.400000
385,s,0.600000
386,d,0.200000
387,d,0.400000
388,s,0.600000
389,s,0.600000
395,d,0.800000
396,d,0.800000
397,s,0.600000
398,p,0.800000
399,p,0.400000
400,d,0.800000
401,p,0.600000
402,s,0.200000
403,d,0.600000
404,p,0.600000
410,d,0.800000
411,s,0.400000
412,d,0.600000
413,d,0.800000
414,s,0.400000
405,d,0.200000
406,d,0.200000
407,s,0.400000
408,s,0.800000
409,d,0.800000
415,d,0.400000
416,p,0.400000
417,s,0.800000
418,d,0.200000
419,p,0.600000
420,s,0.400000
421,s,0.800000
422,d,0.600000
423,d,0.200000
424,s,0.800000
425,p,0.600000
426,s,0.200000
427,s,0.400000
428,d,0.800000
429,p,0.600000
430,d,0.600000
431,p,0.800000
432,p,0.800000
433,p,0.800000
434,s,0.800000
435,s,0.600000
436,p,0.200000
437,s,0.600000
438,s,0.400000
439,d,0.800000
440,p,0.400000
441,p,0.600000
442,d,0.200000
443,s,0.800000
444,p,0.400000
445,s,0.600000
446,d,1.000000
447,p,0.400000
448,d,0.800000
449,d,0.800000
455,p,0.400000
456,d,0.200000
457,p,0.400000
458,p,0.600000
459,s,0.600000
450,s,0.400000
451,p,0.600000
452,d,0.600000
453,p,0.400000
454,d,0.400000
460,s,0.600000
461,p,0.600000
462,p,0.600000
463,s,0.600000
464,p,0.200000
465,s,0.400000
466,d,0.400000
467,d,0.600000
468,s,0.600000
469,p,0.600000
470,s,0.200000
471,d,0.800000
472,s,0.400000
473,s,0.600000
474,s,0.400000
475,p,0.200000
476,s,0.600000
477,d,0.400000
478,d,0.400000
479,s,0.800000
485,s,1.000000
486,d,0.600000
487,s,0.400000
488,s,0.600000
489,s,0.600000
480,s,0.400000
481,p,0.400000
482,d,0.600000
483,p,1.000000
484,d,0.600000
490,d,0.600000
491,p,0.400000
492,p,0.400000
493,d,0.400000
494,p,0.400000
495,s,0.400000
496,d,0.800000
497,s,1.000000
498,s,0.400000
499,p,0.200000
500,s,0.400000
501,p,0.800000
502,p,0.600000
503,p,0.600000
504,d,0.600000
505,p,0.200000
506,p,0.200000
507,s,0.600000
508,d,0.600000
509,s,0.400000
510,p,0.400000
511,d,1.000000
512,d,0.600000
513,d,0.800000
514,s,0.800000
515,d,0.400000
516,d,0.800000
517,p,0.400000
518,d,0.200000
519,p,0.400000
520,p,0.800000
521,p,0.600000
522,s,0.600000
523,p,0.600000
524,s,0.400000
530,p,0.600000
531,d,0.600000
532,d,0.400000
533,p,0.600000
534,d,0.600000
525,d,0.600000
526,s,0.600000
527,d,0.200000
528,p,0.400000
529,d,0.400000
540,s,0.400000
541,d,0.200000
542,d,0.400000
543,d,0.400000
544,s,0.600000
535,p,0.400000
536,d,0.200000
537,d,0.400000
538,p,0.600000
539,d,1.000000
555,p,0.600000
556,d,0.400000
557,s,0.600000
558,d,0.600000
559,d,0.400000
545,s,0.400000
546,p,0.400000
547,s,0.800000
548,s,0.200000
549,p,0.600000
550,s,0.600000
551,d,0.400000
552,s,0.600000
553,s,0.400000
554,d,0.400000
565,s,0.600000
566,d,0.600000
567,p,0.800000
568,s,0.200000
569,s,0.400000
560,p,0.200000
561,s,0.600000
562,s,0.800000
563,s,0.600000
564,d,0.600000
570,s,0.800000
571,s,0.800000
572,p,0.200000
573,d,0.200000
574,s,0.400000
575,s,0.800000
576,p,0.400000
577,s,0.400000
578,s,0.200000
579,p,0.600000
585,d,0.400000
586,s,0.600000
587,s,0.600000
588,d,0.800000
589,d,0.600000
580,p,0.600000
581,p,0.400000
582,s,0.400000
583,s,0.400000
584,s,0.200000
595,s,0.200000
596,d,0.200000
597,s,0.400000
598,d,0.600000
599,d,0.400000
590,p,0.800000
591,p,0.400000
592,d,0.600000
593,s,0.600000
594,s,0.400000
600,s,0.600000
601,d,0.600000
602,s,0.400000
603,d,0.600000
604,s,0.600000
605,d,0.400000
606,p,0.800000
607,p,0.600000
608,s,0.600000
609,s,0.400000
610,s,0.800000
611,p,0.600000
612,s,0.400000
613,s,0.400000
614,p,0.600000
615,p,0.600000
616,p,0.600000
617,s,0.200000
618,p,0.400000
619,s,0.200000
620,d,0.200000
621,p,0.800000
622,s,0.600000
623,p,0.200000
624,s,0.600000
625,s,0.800000
626,d,0.800000
627,s,0.600000
628,s,0.200000
629,p,0.200000
630,p,0.600000
631,s,0.800000
632,s,0.200000
633,p,0.600000
634,d,0.600000
635,d,0.400000
636,p,0.400000
637,p,0.400000
638,d,0.800000
639,d,0.400000
640,s,0.200000
641,s,0.200000
642,p,0.200000
643,p,1.000000
644,d,0.800000
650,d,0.600000
651,d,0.400000
652,p,0.600000
653,d,0.400000
654,p,0.800000
645,p,0.600000
646,d,0.200000
647,d,1.000000
648,d,0.600000
649,s,0.600000
655,p,0.800000
656,p,0.600000
657,p,0.600000
658,s,0.400000
659,d,0.200000
660,d,0.600000
661,p,0.600000
662,p,0.400000
663,p,0.400000
664,d,0.400000
665,d,0.400000
666,p,0.800000
667,d,0.800000
668,d,1.000000
669,s,0.600000
670,s,0.600000
671,p,0.600000
672,d,0.600000
673,s,0.800000
674,s,0.200000
680,d,0.800000
681,p,0.200000
682,s,0.400000
683,p,0.600000
684,p,0.200000
675,p,0.200000
676,p,0.600000
677,p,0.800000
678,p,0.800000
679,d,0.400000
685,p,0.600000
686,s,0.400000
687,s,0.200000
688,p,0.400000
689,s,0.600000
690,s,0.200000
691,d,0.400000
692,s,0.600000
693,d,0.600000
694,s,0.800000
695,d,0.600000
696,d,0.600000
697,p,0.600000
698,d,0.400000
699,p,0.600000
705,d,0.400000
706,p,0.400000
707,s,0.800000
708,s,0.600000
709,p,0.400000
710,p,0.600000
711,s,0.200000
712,d,0.800000
713,p,0.600000
714,d,0.400000
700,d,0.600000
701,s,0.400000
702,p,0.400000
703,d,0.800000
704,s,0.400000
715,d,0.400000
716,s,0.600000
717,d,0.400000
718,p,0.600000
719,d,0.600000
725,p,0.400000
726,s,0.400000
727,d,0.800000
728,p,0.200000
729,d,0.800000
720,p,0.400000
721,d,0.800000
722,d,0.200000
723,p,0.400000
724,s,0.600000
730,d,0.400000
731,d,0.600000
732,s,0.600000
733,d,0.400000
734,s,0.600000
735,s,0.400000
736,d,0.400000
737,d,0.400000
738,p,0.600000
739,d,0.400000
740,p,0.800000
741,p,0.600000
742,p,0.400000
743,p,0.600000
744,p,0.600000
745,d,0.200000
746,p,0.400000
747,d,0.600000
748,p,0.600000
749,s,0.400000
750,s,0.400000
751,p,0.800000
752,p,0.600000
753,s,0.600000
754,p,0.400000
755,s,0.200000
756,d,0.800000
757,s,0.600000
758,p,0.400000
759,p,0.600000
760,p,0.400000
761,s,0.800000
762,p,0.400000
763,p,0.400000
764,s,0.800000
765,d,0.200000
766,d,0.600000
767,p,0.600000
768,s,0.400000
769,p,0.200000
770,s,0.400000
771,p,0.400000
772,p,0.600000
773,s,0.800000
774,d,0.200000
775,p,0.400000
776,s,0.600000
777,p,0.800000
778,d,0.200000
779,s,0.400000
780,p,0.400000
781,d,0.600000
782,s,0.800000
783,d,0.200000
784,p,0.600000
790,p,0.400000
791,d,0.800000
792,s,0.800000
793,d,0.200000
794,s,0.600000
785,d,0.400000
786,s,0.400000
787,s,0.400000
788,p,0.600000
789,d,0.800000
795,p,0.400000
796,p,0.600000
797,d,0.200000
798,p,0.400000
799,p,0.600000
800,s,0.800000
801,d,0.600000
802,s,0.600000
803,s,0.200000
804,p,0.400000
805,s,0.200000
806,d,0.600000
807,d,0.200000
808,d,0.800000
809,s,0.400000
810,d,0.400000
811,d,0.200000
812,s,0.600000
813,s,0.600000
814,p,0.600000
815,s,0.600000
816,s,0.600000
817,s,0.400000
818,s,0.400000
819,s,0.600000
820,d,0.400000
821,p,0.400000
822,p,0.200000
823,d,0.600000
824,d,0.600000
830,d,0.400000
831,s,0.600000
832,p,0.400000
833,s,0.800000
834,s,0.200000
825,d,0.400000
826,s,0.400000
827,d,0.400000
828,p,0.800000
829,s,0.800000
840,p,0.400000
841,d,0.600000
842,d,0.800000
843,p,0.400000
844,p,0.400000
845,p,0.800000
846,d,0.600000
847,s,0.600000
848,d,0.600000
849,s,0.800000
835,p,0.400000
836,s,0.600000
837,d,0.200000
838,p,0.600000
839,d,0.800000
855,s,0.800000
856,d,0.800000
857,s,0.600000
858,s,0.400000
859,d,0.400000
850,p,0.600000
851,s,0.800000
852,s,0.600000
853,p,0.400000
854,s,0.400000
860,p,0.600000
861,d,0.200000
862,s,0.600000
863,d,0.400000
864,p,0.200000
865,d,0.200000
866,s,0.400000
867,s,0.400000
868,s,0.200000
869,p,0.400000
870,s,0.200000
871,s,0.600000
872,p,0.600000
873,p,0.800000
874,d,0.400000
875,p,0.400000
876,p,0.600000
877,s,0.200000
878,s,0.800000
879,s,0.200000
880,p,0.800000
881,s,0.600000
882,p,0.600000
883,p,0.200000
884,p,0.400000
885,p,0.600000
886,d,0.600000
887,d,0.200000
888,d,0.200000
889,s,0.600000
890,p,0.400000
891,s,0.200000
892,s,0.600000
893,d,0.400000
894,p,0.600000
895,p,0.800000
896,s,0.200000
897,p,0.600000
898,d,0.600000
899,d,0.800000
900,p,0.400000
901,d,0.400000
902,d,0.600000
903,s,0.600000
904,s,0.800000
905,d,0.600000
906,d,0.800000
907,p,0.400000
908,s,0.600000
909,s,0.400000
910,p,0.400000
911,d,0.600000
912,d,0.400000
913,s,0.600000
914,d,0.800000
915,s,0.400000
916,s,0.600000
917,p,0.400000
918,p,0.800000
919,d,0.800000
920,p,0.400000
921,d,0.600000
922,p,0.600000
923,d,0.400000
924,s,0.600000
925,p,0.400000
926,d,0.800000
927,s,0.600000
928,d,0.600000
929,d,0.400000
930,p,0.400000
931,s,0.600000
932,d,0.600000
933,d,0.200000
934,p,0.600000
935,d,0.600000
936,s,0.800000
937,p,0.600000
938,s,0.600000
939,p,0.200000
945,p,1.000000
946,p,0.600000
947,d,1.000000
948,s,0.600000
949,d,0.800000
955,d,0.600000
956,s,0.600000
957,p,0.600000
958,p,0.800000
959,d,0.600000
940,s,0.800000
941,p,0.400000
942,d,0.600000
943,p,0.600000
944,d,0.600000
950,p,0.400000
951,s,0.400000
952,p,0.200000
953,d,0.400000
954,d,0.600000
960,p,1.000000
961,d,0.600000
962,p,0.600000
963,p,0.400000
964,s,1.000000
970,p,0.800000
971,p,0.800000
972,s,0.600000
973,d,0.200000
974,d,0.600000
965,s,0.200000
966,s,0.200000
967,s,0.200000
968,p,1.000000
969,d,0.400000
975,s,0.800000
976,s,0.800000
977,d,0.600000
978,s,0.600000
979,p,0.400000
985,p,0.200000
986,s,0.400000
987,p,0.600000
988,d,0.600000
989,s,0.600000
980,s,0.400000
981,p,0.400000
982,d,0.600000
983,s,0.400000
984,d,0.600000
990,d,1.000000
991,d,0.200000
992,p,0.800000
993,p,0.600000
994,d,0.600000
995,d,0.400000
996,d,0.600000
997,d,0.600000
998,s,0.600000
999,d,0.200000
1000,d,0.600000
1001,p,0.400000
1002,p,0.600000
1003,d,0.400000
1004,s,0.600000
1005,d,0.600000
1006,s,0.800000
1007,p,0.600000
1008,p,0.600000
1009,p,0.200000
1010,p,0.400000
1011,s,0.400000
1012,d,0.400000
1013,s,0.600000
1014,p,0.600000
1020,s,0.400000
1021,s,0.200000
1022,s,0.600000
1023,p,0.600000
1024,d,0.200000
1015,s,0.400000
1016,p,0.600000
1017,d,1.000000
1018,p,0.800000
1019,s,0.400000
1035,p,0.200000
1036,p,0.800000
1037,p,0.600000
1038,d,0.600000
1039,d,0.200000
1030,d,0.600000
1031,d,0.600000
1032,s,0.600000
1033,p,0.800000
1034,d,0.400000
1025,s,0.400000
1026,d,0.600000
1027,p,0.200000
1028,d,0.800000
1029,p,0.600000
1040,p,0.200000
1041,d,0.600000
1042,d,0.600000
1043,d,0.400000
1044,d,0.400000
1045,s,0.600000
1046,p,0.600000
1047,s,0.800000
1048,s,1.000000
1049,p,0.400000
1050,p,0.200000
1051,d,1.000000
1052,d,0.600000
1053,s,0.200000
1054,s,0.800000
1060,d,0.400000
1061,s,0.600000
1062,d,0.600000
1063,d,0.400000
1064,s,0.600000
1065,s,0.400000
1066,s,0.800000
1067,p,0.400000
1068,p,0.600000
1069,d,0.400000
1055,d,0.200000
1056,d,0.200000
1057,s,0.400000
1058,d,0.600000
1059,s,0.600000
1070,p,0.600000
1071,s,1.000000
1072,p,0.600000
1073,d,0.600000
1074,p,0.600000
1075,d,0.600000
1076,p,0.600000
1077,s,0.600000
1078,s,0.600000
1079,p,0.600000
1085,s,0.400000
1086,s,0.400000
1087,p,0.400000
1088,p,0.200000
1089,s,0.600000
1080,p,0.200000
1081,s,0.800000
1082,p,0.600000
1083,d,0.600000
1084,s,0.600000
1095,s,0.400000
1096,p,0.600000
1097,s,0.800000
1098,d,0.600000
1099,d,0.400000
1090,p,0.600000
1091,d,0.600000
1092,d,0.400000
1093,s,0.800000
1094,d,1.000000
1100,d,0.800000
1101,d,0.600000
1102,s,0.600000
1103,p,0.800000
1104,d,0.200000
1105,d,0.600000
1106,s,0.600000
1107,p,0.600000
1108,p,0.600000
1109,s,0.600000
1115,p,0.400000
1116,p,0.200000
1117,s,0.600000
1118,s,0.400000
1119,p,0.600000
1110,s,1.000000
1111,s,0.800000
1112,s,0.800000
1113,d,0.400000
1114,p,0.200000
1120,d,0.600000
1121,d,0.600000
1122,s,0.600000
1123,s,0.600000
1124,s,0.600000
1125,p,0.600000
1126,d,0.600000
1127,p,0.600000
1128,p,0.400000
1129,d,0.600000
1130,s,0.600000
1131,p,0.200000
1132,d,0.400000
1133,p,0.600000
1134,p,0.200000
1135,p,0.600000
1136,p,0.600000
1137,p,0.400000
1138,s,0.600000
1139,p,0.600000
1140,d,0.600000
1141,s,0.400000
1142,d,0.600000
1143,p,0.400000
1144,p,0.200000
1145,p,0.400000
1146,p,0.800000
1147,p,0.200000
1148,p,0.600000
1149,d,0.600000
1150,d,0.600000
1151,d,0.400000
1152,d,0.800000
1153,d,0.600000
1154,s,0.800000
1155,p,0.400000
1156,s,0.800000
1157,s,0.600000
1158,s,0.600000
1159,s,0.200000
1160,s,0.200000
1161,d,0.600000
1162,s,0.800000
1163,p,0.800000
1164,p,0.400000
1165,s,0.600000
1166,s,0.800000
1167,s,0.600000
1168,d,0.600000
1169,p,0.400000
1170,p,0.400000
1171,p,0.400000
1172,s,0.600000
1173,p,0.200000
1174,d,0.200000
1175,p,0.800000
1176,p,1.000000
1177,p,0.400000
1178,s,0.200000
1179,d,0.200000
1185,d,0.800000
1186,d,0.800000
1187,d,0.800000
1188,d,0.600000
1189,d,0.200000
1180,s,0.400000
1181,d,0.600000
1182,s,0.200000
1183,p,0.200000
1184,p,0.400000
1195,p,0.400000
1196,d,0.400000
1197,d,0.600000
1198,s,0.800000
1199,p,0.600000
1190,p,0.600000
1191,s,0.200000
1192,p,0.600000
1193,d,0.600000
1194,d,0.400000
1200,s,0.400000
1201,d,0.600000
1202,p,0.600000
1203,d,0.800000
1204,d,0.200000
1205,s,0.600000
1206,p,0.800000
1207,p,0.800000
1208,s,0.200000
1209,s,0.200000
1215,p,0.400000
1216,d,0.400000
1217,p,0.800000
1218,d,0.600000
1219,d,0.600000
1210,s,0.800000
1211,d,0.400000
1212,d,0.600000
1213,d,0.400000
1214,d,0.800000
1220,d,0.600000
1221,s,0.400000
1222,s,0.400000
1223,d,0.600000
1224,p,0.400000
1230,p,0.600000
1231,p,0.600000
1232,d,0.800000
1233,s,0.600000
1234,s,0.600000
1225,s,0.400000
1226,p,0.800000
1227,d,0.200000
1228,d,0.400000
1229,p,0.600000
1235,p,0.400000
1236,s,0.600000
1237,s,0.600000
1238,s,0.800000
1239,p,0.600000
1240,p,0.400000
1241,s,0.200000
1242,d,0.400000
1243,p,0.400000
1244,d,0.600000
1245,s,1.000000
1246,d,0.400000
1247,d,0.800000
1248,p,0.600000
1249,d,0.800000
1250,s,0.600000
1251,s,0.400000
1252,s,0.400000
1253,p,0.600000
1254,p,0.600000
1255,s,0.600000
1256,d,0.600000
1257,p,0.400000
1258,d,0.800000
1259,s,0.800000
1260,p,0.200000
1261,d,0.200000
1262,p,0.400000
1263,d,0.200000
1264,d,0.600000
1265,d,0.800000
1266,p,0.600000
1267,d,0.200000
1268,s,0.400000
1269,p,0.600000
1270,p,0.400000
1271,s,0.400000
1272,p,0.600000
1273,p,0.600000
1274,d,0.200000
1275,d,0.800000
1276,p,0.800000
1277,s,0.200000
1278,p,0.400000
1279,s,0.400000
1280,p,1.000000
1281,s,0.600000
1282,s,0.400000
1283,s,0.600000
1284,s,0.600000
1285,p,0.200000
1286,s,0.400000
1287,p,0.600000
1288,s,0.800000
1289,s,0.400000
1290,d,0.600000
1291,p,0.200000
1292,d,0.600000
1293,p,0.600000
1294,d,0.600000
1295,p,0.600000
1296,d,1.000000
1297,d,0.600000
1298,p,0.800000
1299,p,0.400000
1300,s,0.200000
1301,s,0.400000
1302,p,0.600000
1303,d,0.800000
1304,p,0.600000
1305,s,0.600000
1306,s,0.200000
1307,p,0.600000
1308,s,0.600000
1309,p,0.400000
1310,d,0.600000
1311,s,0.600000
1312,p,0.800000
1313,d,0.400000
1314,p,0.400000
1315,d,0.600000
1316,d,0.600000
1317,d,0.800000
1318,p,0.200000
1319,p,0.600000
1325,d,0.600000
1326,d,0.800000
1327,s,0.800000
1328,p,0.400000
1329,d,0.400000
1320,s,0.600000
1321,s,0.200000
1322,s,0.800000
1323,p,0.800000
1324,d,0.600000
1330,d,0.200000
1331,s,0.800000
1332,p,0.600000
1333,p,0.600000
1334,d,0.400000
1335,d,0.200000
1336,d,0.600000
1337,p,0.800000
1338,p,0.800000
1339,d,0.200000
1350,p,0.200000
1351,s,0.600000
1352,p,0.600000
1353,p,1.000000
1354,s,0.200000
1345,p,0.400000
1346,s,0.600000
1347,d,0.400000
1348,p,0.600000
1349,p,0.400000
1340,p,0.600000
1341,s,0.200000
1342,p,0.400000
1343,d,0.400000
1344,d,0.600000
1355,p,0.600000
1356,d,0.600000
1357,d,0.600000
1358,d,0.600000
1359,s,0.600000
1360,p,0.400000
1361,p,0.600000
1362,d,0.400000
1363,d,0.600000
1364,p,0.600000
1365,p,0.600000
1366,p,0.600000
1367,p,0.400000
1368,s,0.600000
1369,s,0.800000
1370,p,0.400000
1371,d,0.400000
1372,s,0.600000
1373,s,0.600000
1374,d,0.800000
1375,s,0.600000
1376,d,0.200000
1377,s,0.600000
1378,p,0.400000
1379,d,0.400000
1380,d,0.800000
1381,d,0.800000
1382,p,0.600000
1383,d,0.400000
1384,p,0.600000
1385,p,0.400000
1386,d,0.800000
1387,s,0.400000
1388,s,0.600000
1389,p,1.000000
1395,p,0.200000
1396,p,0.600000
1397,p,0.200000
1398,s,0.800000
1399,s,1.000000
1390,s,0.600000
1391,s,1.000000
1392,p,0.400000
1393,d,0.600000
1394,d,0.400000
1400,p,0.600000
1401,d,0.400000
1402,p,0.800000
1403,d,0.200000
1404,p,0.600000
1405,s,0.800000
1406,p,0.400000
1407,s,0.400000
1408,s,0.400000
1409,p,0.800000
1410,s,0.600000
1411,p,1.000000
1412,p,0.200000
1413,s,0.600000
1414,s,0.400000
1415,d,0.600000
1416,d,0.600000
1417,p,0.600000
1418,d,0.600000
1419,p,0.400000
1425,d,0.600000
1426,p,0.600000
1427,s,0.400000
1428,d,0.800000
1429,p,0.600000
1420,s,0.800000
1421,s,0.400000
1422,d,0.400000
1423,p,0.600000
1424,d,0.600000
1430,p,0.600000
1431,s,0.600000
1432,p,0.200000
1433,p,0.600000
1434,d,0.800000
1435,p,0.400000
1436,s,0.200000
1437,s,0.800000
1438,d,0.600000
1439,d,0.400000
1440,d,0.400000
1441,d,0.600000
1442,p,0.400000
1443,p,0.200000
1444,d,0.200000
1445,d,0.600000
1446,s,0.600000
1447,d,0.200000
1448,s,0.400000
1449,s,0.800000
1450,d,0.400000
1451,d,0.600000
1452,s,0.600000
1453,d,0.200000
1454,d,0.600000
1455,d,0.600000
1456,s,0.800000
1457,d,0.200000
1458,s,0.600000
1459,s,0.600000
1460,p,0.800000
1461,d,0.800000
1462,p,0.400000
1463,d,0.800000
1464,s,0.800000
1470,p,0.600000
1471,d,0.600000
1472,d,0.800000
1473,p,0.400000
1474,d,0.600000
1465,d,0.400000
1466,d,0.600000
1467,p,0.600000
1468,s,0.600000
1469,p,0.200000
1475,d,1.000000
1476,d,0.600000
1477,s,0.200000
1478,s,0.400000
1479,d,0.800000
1480,p,0.400000
1481,s,0.400000
1482,s,0.600000
1483,d,0.600000
1484,d,0.600000
1485,p,0.200000
1486,d,0.400000
1487,p,0.600000
1488,d,1.000000
1489,p,0.200000
1495,p,0.600000
1496,p,0.200000
1497,d,0.400000
1498,d,0.400000
1499,p,0.600000
1490,s,0.200000
1491,d,0.200000
