request_id,request_type,access_rate
217,p,0.800000
218,p,0.600000
219,p,0.800000
220,d,0.200000
221,s,1.000000
222,d,0.400000
223,s,0.200000
224,s,0.800000
205,p,0.600000
206,d,0.400000
207,s,0.600000
208,d,0.600000
209,d,0.600000
210,d,0.400000
211,p,0.600000
212,s,0.600000
213,d,0.200000
214,d,0.400000
8050,s,0.400000
8051,p,0.400000
8052,s,0.400000
8053,d,0.600000
8054,d,0.400000
8055,s,1.000000
8056,d,0.600000
8057,d,0.400000
8058,d,0.400000
8059,p,0.400000
225,p,0.400000
226,p,0.400000
227,d,1.000000
228,s,0.400000
229,d,0.600000
230,d,0.200000
231,p,0.600000
232,s,0.600000
233,d,0.400000
234,p,0.800000
8060,d,0.400000
8061,p,0.200000
8062,s,0.400000
8063,p,1.000000
8064,s,0.800000
8065,s,0.600000
8066,s,0.800000
8067,d,0.600000
8068,d,0.800000
8069,p,0.600000
8070,p,0.600000
8071,d,0.400000
8072,s,0.400000
8073,s,0.800000
8074,d,0.200000
235,d,0.400000
236,s,0.200000
237,s,0.200000
238,p,0.200000
239,s,0.600000
240,p,0.400000
241,p,0.400000
242,d,0.600000
243,p,0.800000
244,d,0.400000
8080,s,0.400000
8081,s,0.200000
8082,d,0.600000
8083,p,0.200000
8084,p,0.800000
8075,d,0.400000
8076,s,0.400000
8077,s,0.400000
8078,d,0.400000
8079,p,0.600000
250,p,0.200000
251,s,0.400000
252,s,0.200000
253,p,0.200000
254,p,0.600000
255,s,0.400000
256,s,0.200000
257,p,0.800000
258,p,0.400000
259,d,0.600000
245,s,1.000000
246,p,0.200000
247,d,0.400000
248,p,0.400000
249,p,0.400000
8090,d,0.200000
8091,d,0.600000
8092,d,0.400000
8093,d,0.400000
8094,s,0.600000
8085,s,0.800000
8086,p,0.600000
8087,d,0.400000
8088,p,0.600000
8089,d,0.400000
260,p,0.600000
261,s,0.600000
262,s,0.200000
263,p,0.200000
264,s,0.600000
265,p,0.200000
266,d,0.200000
267,d,0.400000
268,s,1.000000
269,s,0.800000
8095,s,0.800000
8096,p,0.400000
8097,d,0.400000
8098,s,0.200000
8099,s,0.800000
8100,s,0.600000
8101,p,0.400000
8102,s,0.600000
8103,p,0.200000
8104,d,0.400000
8105,p,0.400000
8106,d,0.400000
8107,s,0.400000
8108,d,0.600000
8109,p,0.600000
275,p,1.000000
276,s,0.600000
277,s,0.200000
278,d,0.400000
279,p,0.800000
270,d,0.400000
271,d,0.600000
272,p,0.400000
273,d,0.200000
274,p,0.400000
8110,p,0.600000
8111,p,0.400000
8112,d,0.200000
8113,s,0.600000
8114,d,0.200000
8115,d,0.600000
8116,p,0.600000
8117,p,0.800000
8118,d,0.400000
8119,d,0.400000
8125,p,0.200000
8126,s,0.400000
8127,d,0.600000
8128,d,0.400000
8129,p,0.600000
8120,d,0.400000
8121,d,0.200000
8122,d,0.200000
8123,d,0.400000
8124,s,0.400000
290,s,0.400000
291,d,1.000000
292,d,0.400000
293,p,0.200000
294,s,0.200000
280,s,0.400000
281,d,0.800000
282,d,0.800000
283,p,0.800000
284,s,0.600000
285,s,0.400000
286,d,0.800000
287,p,0.400000
288,p,0.600000
289,p,0.200000
8130,p,0.800000
8131,d,0.800000
8132,d,0.800000
8133,p,0.800000
8134,d,0.800000
8135,p,0.400000
8136,d,0.200000
8137,s,0.200000
8138,s,0.400000
8139,d,0.200000
8140,p,0.800000
8141,s,0.400000
8142,s,0.800000
8143,p,0.800000
8144,s,0.400000
295,d,0.600000
296,d,1.000000
297,s,0.200000
298,p,0.800000
299,s,0.600000
300,p,0.400000
301,d,0.200000
302,s,0.600000
303,d,0.600000
304,d,0.600000
8150,d,0.400000
8151,p,0.400000
8152,d,0.400000
8153,d,0.600000
8154,p,0.800000
8155,s,0.400000
8156,s,0.800000
8157,d,0.600000
8158,p,0.400000
8159,s,0.600000
8145,s,0.600000
8146,p,0.800000
8147,s,0.400000
8148,d,0.400000
8149,p,0.600000
310,d,0.400000
311,s,0.200000
312,d,0.200000
313,s,0.800000
314,p,0.400000
305,s,0.600000
306,s,0.600000
307,p,1.000000
308,p,0.600000
309,d,0.800000
315,d,0.600000
316,p,0.400000
317,d,0.600000
318,s,0.400000
319,p,0.600000
8160,p,0.200000
8161,d,0.200000
8162,d,0.800000
8163,s,0.800000
8164,d,0.200000
8165,p,0.800000
8166,d,0.600000
8167,s,0.400000
8168,d,0.200000
8169,p,0.600000
8170,d,0.800000
8171,p,0.200000
8172,p,0.800000
8173,d,0.400000
8174,p,0.800000
8175,d,0.400000
8176,s,0.800000
8177,s,0.200000
8178,d,0.600000
8179,d,0.600000
330,s,0.600000
331,p,0.800000
332,p,0.200000
333,d,0.400000
334,p,0.400000
325,d,0.600000
326,s,0.600000
327,s,0.600000
328,p,0.800000
329,p,0.200000
320,d,0.600000
321,p,0.800000
322,d,0.200000
323,s,0.200000
324,s,0.400000
8185,p,0.800000
8186,d,0.400000
8187,s,0.600000
8188,s,0.600000
8189,s,0.400000
8180,d,0.600000
8181,d,0.800000
8182,s,0.400000
8183,p,0.200000
8184,d,0.600000
8195,p,0.200000
8196,d,0.400000
8197,d,0.600000
8198,s,0.400000
8199,s,0.200000
8190,p,0.600000
8191,d,0.600000
8192,d,0.600000
8193,d,1.000000
8194,p,0.600000
335,p,0.600000
336,s,0.600000
337,p,0.200000
338,p,0.200000
339,p,0.600000
340,p,0.600000
341,s,0.200000
342,p,0.400000
343,d,0.400000
344,d,0.800000
345,p,0.600000
346,p,0.400000
347,p,0.400000
348,d,0.400000
349,p,0.400000
350,p,0.600000
351,s,1.000000
352,s,0.400000
353,d,0.400000
354,s,0.600000
8200,d,0.200000
8201,p,0.400000
8202,d,0.200000
8203,d,0.600000
8204,s,0.400000
8205,s,0.400000
8206,s,0.600000
8207,d,0.600000
8208,d,0.800000
8209,p,0.600000
355,d,0.200000
356,s,0.800000
357,p,0.800000
358,s,0.400000
359,p,0.400000
360,d,0.600000
361,d,0.400000
362,p,0.200000
363,d,0.800000
364,p,0.200000
8210,s,0.400000
8211,p,0.200000
8212,p,0.600000
8213,d,0.800000
8214,d,0.600000
8215,d,0.600000
8216,d,0.200000
8217,s,0.600000
8218,d,0.600000
8219,d,0.400000
365,d,0.800000
366,p,0.200000
367,d,0.400000
368,d,0.600000
369,d,0.800000
370,s,0.400000
371,p,0.800000
372,d,0.800000
373,d,0.400000
374,s,0.600000
375,s,0.400000
376,s,0.200000
377,s,0.800000
378,p,0.400000
379,s,0.200000
380,d,0.200000
381,d,0.800000
382,d,0.800000
383,s,0.200000
384,s,0.200000
8225,p,0.600000
8226,d,0.600000
8227,d,0.600000
8228,p,0.400000
8229,p,0.400000
8220,s,0.800000
8221,d,0.200000
8222,s,0.200000
8223,d,0.200000
8224,d,0.800000
8230,p,0.200000
8231,s,0.400000
8232,p,0.400000
8233,p,0.600000
8234,p,0.400000
385,d,0.200000
386,d,0.600000
387,d,0.400000
388,d,0.600000
389,s,0.200000
390,p,0.200000
391,p,0.600000
392,p,0.600000
393,p,0.400000
394,d,0.400000
8240,d,0.400000
8241,s,0.600000
8242,s,0.400000
8243,p,0.200000
8244,d,0.400000
8235,p,0.800000
8236,s,0.600000
8237,s,0.800000
8238,p,0.600000
8239,p,1.000000
8250,d,0.200000
8251,p,0.400000
8252,p,0.200000
8253,d,0.400000
8254,s,0.400000
8245,p,0.400000
8246,p,0.400000
8247,d,0.400000
8248,p,0.200000
8249,s,0.800000
395,p,0.800000
396,p,0.200000
397,d,0.200000
398,p,0.200000
399,d,0.400000
400,s,0.800000
401,d,0.200000
402,s,0.600000
403,d,0.400000
404,d,1.000000
405,s,0.200000
406,p,0.600000
407,d,0.600000
408,s,0.400000
409,d,0.800000
410,p,0.800000
411,s,0.800000
412,s,0.400000
413,p,0.800000
414,d,0.800000
8260,d,0.800000
8261,d,0.400000
8262,s,0.400000
8263,s,0.800000
8264,d,0.600000
8265,s,0.800000
8266,d,0.800000
8267,d,0.600000
8268,p,0.800000
8269,p,0.400000
8255,d,0.600000
8256,s,0.600000
8257,d,0.800000
8258,s,0.400000
8259,p,0.800000
8270,s,0.800000
8271,s,0.600000
8272,s,0.800000
8273,d,0.800000
8274,s,0.200000
415,s,0.600000
416,d,0.600000
417,s,0.600000
418,d,0.600000
419,s,0.600000
425,d,0.400000
426,s,0.600000
427,p,0.400000
428,p,0.200000
429,d,0.200000
430,s,0.200000
431,d,0.600000
432,d,0.400000
433,s,0.800000
434,s,0.400000
420,p,0.800000
421,p,0.400000
422,p,0.600000
423,s,0.600000
424,p,1.000000
8280,s,0.600000
8281,s,0.600000
8282,d,0.600000
8283,d,0.400000
8284,s,0.800000
8275,p,0.200000
8276,s,0.600000
8277,d,0.200000
8278,p,0.400000
8279,p,0.400000
8285,s,0.400000
8286,d,0.600000
8287,p,0.200000
8288,d,0.800000
8289,p,0.200000
8290,s,0.600000
8291,s,0.400000
8292,p,0.200000
8293,d,0.600000
8294,d,0.400000
435,p,0.400000
436,d,0.400000
437,s,0.200000
438,p,0.200000
439,p,0.800000
440,d,0.800000
441,d,0.400000
442,s,0.600000
443,s,0.400000
444,s,0.400000
8295,s,0.600000
8296,s,0.600000
8297,d,0.600000
8298,s,0.800000
8299,s,0.600000
8300,p,0.400000
8301,s,0.400000
8302,d,0.200000
8303,s,0.400000
8304,p,0.200000
8305,s,0.600000
8306,s,0.400000
8307,s,0.800000
8308,p,0.600000
8309,s,0.800000
8310,p,0.800000
8311,s,1.000000
8312,s,0.200000
8313,d,0.600000
8314,p,0.600000
445,s,0.800000
446,p,0.200000
447,p,0.400000
448,s,0.400000
449,p,0.800000
455,s,0.800000
456,d,0.400000
457,d,0.600000
458,d,0.400000
459,s,0.200000
460,s,0.800000
461,d,0.600000
462,d,0.600000
463,p,0.400000
464,s,0.800000
450,p,0.200000
451,p,0.600000
452,p,0.400000
453,s,0.800000
454,p,0.600000
8320,p,0.200000
8321,s,0.400000
8322,p,0.800000
8323,d,0.400000
8324,s,0.800000
8315,p,0.200000
8316,p,0.600000
8317,p,0.600000
8318,d,0.800000
8319,d,0.600000
8325,d,0.600000
8326,d,0.200000
8327,d,0.800000
8328,s,0.600000
8329,d,0.600000
8330,d,0.800000
8331,p,0.800000
8332,s,0.400000
8333,s,0.800000
8334,p,0.400000
465,s,0.800000
466,p,0.200000
467,s,0.400000
468,p,0.600000
469,p,0.800000
470,p,0.600000
471,d,0.800000
472,d,0.800000
473,d,0.400000
474,s,0.800000
475,s,0.800000
476,s,0.400000
477,d,0.400000
478,d,0.600000
479,d,0.800000
8340,s,0.400000
8341,p,0.200000
8342,s,0.200000
8343,s,0.200000
8344,d,0.400000
8345,s,0.600000
8346,p,0.600000
8347,p,0.200000
8348,d,0.600000
8349,d,0.200000
8335,s,0.800000
8336,s,0.600000
8337,p,0.400000
8338,p,0.800000
8339,p,0.800000
8350,d,0.600000
8351,s,0.400000
8352,p,0.600000
8353,s,0.600000
8354,p,0.400000
485,d,0.800000
486,s,0.400000
487,d,0.400000
488,s,0.200000
489,s,0.600000
480,d,0.400000
481,d,0.600000
482,s,0.400000
483,d,0.600000
484,d,0.200000
8355,p,0.600000
8356,s,1.000000
8357,d,0.800000
8358,p,0.400000
8359,s,0.200000
8360,d,0.200000
8361,p,0.600000
8362,s,0.200000
8363,p,0.200000
8364,p,0.800000
490,p,0.600000
491,d,0.200000
492,s,0.600000
493,s,0.400000
494,p,0.400000
500,p,0.600000
501,p,0.400000
502,d,0.800000
503,d,0.800000
504,s,0.600000
495,p,0.600000
496,p,0.800000
497,d,0.800000
498,s,0.400000
499,s,0.600000
8365,s,0.400000
8366,p,0.600000
8367,d,0.600000
8368,d,0.600000
8369,p,0.800000
8370,s,0.600000
8371,s,0.600000
8372,d,0.800000
8373,p,0.600000
8374,d,0.400000
510,s,0.600000
511,s,1.000000
512,d,0.800000
513,p,0.200000
514,p,0.800000
505,d,0.600000
506,s,0.400000
507,s,0.800000
508,s,0.800000
509,p,0.400000
8375,d,0.400000
8376,p,0.800000
8377,s,0.400000
8378,s,0.600000
8379,d,0.400000
8380,d,0.600000
8381,s,0.400000
8382,s,0.800000
8383,s,0.200000
8384,s,0.800000
8385,p,0.200000
8386,s,0.400000
8387,s,1.000000
8388,p,0.600000
8389,d,0.400000
515,p,0.600000
516,p,0.400000
517,p,0.600000
518,d,0.400000
519,d,0.200000
520,d,0.400000
521,d,0.600000
522,p,0.400000
523,d,0.800000
524,p,0.600000
8390,d,0.400000
8391,p,0.200000
8392,s,0.200000
8393,s,0.400000
8394,d,0.800000
8395,p,0.600000
8396,d,0.600000
8397,p,0.400000
8398,s,0.200000
8399,s,0.600000
530,p,0.600000
531,s,0.200000
532,s,0.800000
533,s,1.000000
534,p,0.400000
535,d,0.600000
536,d,0.800000
537,d,1.000000
538,d,0.600000
539,p,0.400000
525,d,0.800000
526,d,0.200000
527,d,0.800000
528,s,0.400000
529,p,0.600000
540,s,0.800000
541,s,0.200000
542,p,0.400000
543,s,0.400000
544,d,0.600000
8405,d,0.200000
8406,p,0.200000
8407,s,0.600000
8408,s,0.600000
8409,p,0.200000
8400,d,0.800000
8401,d,0.400000
8402,s,0.800000
8403,p,0.400000
8404,p,0.400000
8415,s,0.600000
8416,s,0.600000
8417,d,0.600000
8418,s,0.600000
8419,d,0.600000
8410,s,0.800000
8411,s,0.800000
8412,s,0.800000
8413,p,0.400000
8414,d,0.200000
545,p,0.600000
546,s,0.600000
547,s,0.200000
548,p,0.200000
549,d,0.200000
550,d,0.600000
551,d,0.800000
552,p,0.200000
553,d,0.400000
554,p,0.600000
555,p,0.600000
556,d,0.800000
557,d,0.400000
558,d,1.000000
559,p,0.400000
8425,p,0.400000
8426,s,0.800000
8427,p,0.400000
8428,s,0.600000
8429,d,0.400000
8420,d,0.800000
8421,d,0.600000
8422,d,0.600000
8423,p,0.600000
8424,d,0.200000
8430,s,0.600000
8431,p,0.800000
8432,p,0.400000
8433,d,0.200000
8434,d,0.800000
8435,d,0.600000
8436,s,0.800000
8437,d,0.400000
8438,s,0.400000
8439,p,0.400000
560,d,0.400000
561,s,0.600000
562,s,0.400000
563,d,0.800000
564,d,0.800000
565,s,0.400000
566,p,0.800000
567,s,0.600000
568,s,0.400000
569,s,1.000000
8445,s,0.400000
8446,d,0.400000
8447,p,0.800000
8448,s,0.200000
8449,s,0.400000
8450,d,0.400000
8451,d,0.200000
8452,p,0.200000
8453,p,0.600000
8454,d,0.600000
8440,p,0.400000
8441,d,0.200000
8442,d,0.400000
8443,d,0.400000
8444,d,0.400000
570,s,1.000000
571,d,0.800000
572,s,0.200000
573,p,0.800000
574,p,0.600000
575,s,0.200000
576,p,0.600000
577,d,0.600000
578,s,0.200000
579,d,0.600000
8460,p,0.200000
8461,s,0.400000
8462,d,0.600000
8463,d,0.600000
8464,s,0.600000
8455,d,0.600000
8456,p,0.600000
8457,p,0.800000
8458,p,0.600000
8459,d,0.800000
8465,d,0.600000
8466,d,0.200000
8467,d,0.600000
8468,s,0.600000
8469,p,0.800000
8470,d,0.800000
8471,d,0.600000
8472,s,0.800000
8473,s,0.600000
8474,d,0.800000
585,p,0.600000
586,s,0.600000
587,s,0.400000
588,p,0.400000
589,d,0.200000
580,p,0.600000
581,p,0.800000
582,s,0.800000
583,p,0.400000
584,p,0.200000
8475,p,0.800000
8476,s,0.400000
8477,d,0.400000
8478,d,0.200000
8479,s,0.400000
8480,d,0.600000
8481,d,0.200000
8482,d,0.400000
8483,s,0.800000
8484,p,0.600000
8485,p,0.200000
8486,p,0.200000
8487,d,0.400000
8488,p,0.800000
8489,d,0.400000
8490,p,0.200000
8491,p,0.400000
8492,s,0.400000
8493,d,1.000000
8494,d,0.800000
590,s,0.600000
591,p,0.600000
592,s,0.800000
593,d,0.200000
594,p,1.000000
595,p,0.400000
596,p,0.200000
597,s,0.600000
598,s,0.600000
599,p,0.800000
8500,p,0.600000
8501,s,0.600000
8502,p,0.400000
8503,d,0.400000
8504,s,0.800000
8495,s,0.800000
8496,p,0.200000
8497,s,0.800000
8498,s,0.600000
8499,p,0.600000
8505,p,0.400000
8506,p,0.800000
8507,d,0.200000
8508,s,0.800000
8509,d,0.800000
8510,s,0.800000
8511,p,0.400000
8512,s,0.800000
8513,d,0.800000
8514,p,0.600000
610,d,0.400000
611,d,0.200000
612,s,0.200000
613,s,0.800000
614,s,0.800000
600,s,0.400000
601,d,0.200000
602,p,0.400000
603,d,0.400000
604,s,0.200000
605,s,0.600000
606,d,0.400000
607,d,0.400000
608,s,0.200000
609,d,0.400000
615,p,0.400000
616,p,0.600000
617,d,0.800000
618,d,0.600000
619,s,1.000000
8515,p,0.600000
8516,p,0.800000
8517,p,0.800000
8518,p,0.800000
8519,p,0.600000
8520,p,0.600000
8521,d,0.800000
8522,d,0.400000
8523,p,0.400000
8524,p,0.800000
8525,s,0.800000
8526,s,0.600000
8527,p,0.600000
8528,d,0.200000
8529,p,0.800000
8530,p,0.600000
8531,d,0.400000
8532,d,0.200000
8533,d,0.600000
8534,s,0.600000
620,p,0.400000
621,d,0.800000
622,d,0.400000
623,s,0.800000
624,d,0.200000
625,d,0.600000
626,p,0.200000
627,p,0.400000
628,s,0.200000
629,d,0.200000
630,d,0.400000
631,s,0.800000
632,p,0.800000
633,p,0.400000
634,d,0.400000
635,p,0.800000
636,d,0.600000
637,p,0.800000
638,d,0.400000
639,p,0.800000
8535,d,0.400000
8536,d,0.800000
8537,d,0.600000
8538,d,0.800000
8539,s,0.600000
8540,p,0.200000
8541,d,0.400000
8542,p,0.400000
8543,d,0.600000
8544,s,0.400000
640,d,0.200000
641,p,0.800000
642,d,0.600000
643,s,0.400000
644,d,0.800000
650,s,0.400000
651,s,0.600000
652,d,0.600000
653,s,0.400000
654,p,0.200000
645,s,0.600000
646,s,0.200000
647,p,0.600000
648,d,0.400000
649,p,0.400000
8545,d,0.800000
8546,s,0.600000
8547,s,0.600000
8548,p,0.600000
8549,s,0.200000
8550,s,0.400000
8551,d,0.800000
8552,s,0.600000
8553,p,0.200000
8554,d,0.800000
8555,d,0.200000
8556,p,0.600000
8557,d,0.800000
8558,d,0.200000
8559,d,0.800000
8560,d,0.800000
8561,p,0.600000
8562,d,0.800000
8563,p,0.600000
8564,s,0.400000
655,d,0.400000
656,p,0.600000
657,d,0.200000
658,p,0.400000
659,p,0.600000
660,d,0.800000
661,s,0.200000
662,p,0.800000
663,d,0.800000
664,s,0.600000
665,d,0.400000
666,s,0.800000
667,s,0.600000
668,d,0.800000
669,s,1.000000
8570,p,0.600000
8571,d,0.800000
8572,p,0.200000
8573,s,0.800000
8574,d,0.200000
8565,p,0.800000
8566,p,0.200000
8567,d,0.800000
8568,p,0.800000
8569,p,0.600000
670,s,1.000000
671,d,0.600000
672,d,0.800000
673,s,0.800000
674,p,0.600000
675,p,0.200000
676,p,0.400000
677,d,0.800000
678,p,0.400000
679,d,0.800000
680,p,0.600000
681,s,0.200000
682,s,0.800000
683,s,0.200000
684,s,0.400000
8575,d,0.200000
8576,s,0.400000
8577,s,0.200000
8578,d,0.800000
8579,s,0.400000
8580,d,0.800000
8581,s,0.400000
8582,s,0.200000
8583,p,0.400000
8584,p,0.800000
685,p,0.400000
686,s,0.800000
687,s,0.400000
688,d,0.600000
689,d,1.000000
695,d,0.800000
696,p,0.200000
697,d,0.800000
698,d,0.400000
699,d,0.600000
690,p,0.800000
691,d,0.400000
